id,wojewodztwo,rok,Plon [dt/ha],Nawożenie ogółem [kg/ha],Nawożenie N [kg/ha],Nawożenie P [kg/ha],Nawożenie K [kg/ha],cena_pszenicy_dt,Cena pszenicy [zł/t],Średnia temperatura [°C],Suma opadów [mm],Dni upalne [liczba],Dni mroźne [liczba],Cena K [zł/kg],Cena N [zł/kg],Cena P [zł/kg],Koszt N [zł/ha],Koszt P [zł/ha],Koszt K [zł/ha],Koszt nawożenia NPK [zł/ha],Przychód [zł/ha],Zysk brutto [zł/ha],Efektywność N [kg plonu/kg N],Wskaźnik opłacalności [%]
12400000000,ŚLĄSKIE,2018,43.0,124.9,69.1,21.9,33.9,72.16,721.5999999999999,10.49753424657534,661.2,8,28,0.42911646586345387,0.35336901266142523,0.9196610601427115,24.417798774904483,20.140577217125383,14.547048192771085,59.10542418480095,3102.8799999999997,3043.7745758151987,6.222865412445731,5149.738146364424
20800000000,LUBUSKIE,2018,31.1,112.8,68.4,16.1,28.3,72.08,720.8,11.187123287671234,471.7,23,13,0.5421686746987953,0.40887720627703567,0.9193425076452599,27.96720090934924,14.801414373088686,15.343373493975907,58.11198877641384,2241.688,2183.576011223586,4.546783625730994,3757.5310313761684
23000000000,WIELKOPOLSKIE,2018,38.6,170.4,99.1,26.0,45.4,73.03,730.3,10.694794520547944,555.3,14,16,0.4785140562248996,0.34208266237251744,1.3006498470948014,33.90039184111647,33.81689602446484,21.724538152610442,89.44182601819176,2818.958,2729.516173981808,3.8950554994954594,3051.722326673704
23200000000,ZACHODNIOPOMORSKIE,2018,37.2,115.5,66.0,18.2,31.3,72.28,722.8,10.528219178082193,554.8,7,12,0.5198795180722892,0.4139622998958037,1.0066258919469928,27.321511793123044,18.32059123343527,16.27222891566265,61.91433194222097,2688.8160000000003,2626.9016680577793,5.636363636363637,4242.80063380031
30200000000,DOLNOŚLĄSKIE,2018,45.0,174.5,103.2,26.1,45.1,72.25,722.5,11.092054794520548,577.3,14,16,0.42911646586345387,0.35336901266142523,0.9196610601427115,36.46768210665908,24.00315366972477,19.35315261044177,79.82398838682562,3251.25,3171.4260116131745,4.3604651162790695,3973.0237434948763
31600000000,OPOLSKIE,2018,55.7,202.8,119.9,31.5,51.5,70.75,707.5,11.041643835616435,639.5,12,16,0.5441767068273092,0.40432888131097844,1.070336391437309,48.47903286918632,33.71559633027523,28.025100401606426,110.21972960106798,3940.775,3830.555270398932,4.645537948290242,3475.380754664649
40400000000,KUJAWSKO-POMORSKIE,2018,38.3,190.5,110.6,30.6,49.3,72.58,725.8,10.353972602739724,502.9,8,25,0.4373493975903615,0.3220138296864639,1.146151885830785,35.61472956332291,35.072247706422026,21.56132530120482,92.24830257094976,2779.814,2687.56569742905,3.462929475587704,2913.4039570668488
42200000000,POMORSKIE,2018,45.6,152.6,91.1,23.0,38.6,76.27,762.6999999999999,9.877260273972604,513.9,3,33,0.3433734939759036,0.4111490006630671,1.3436544342507646,37.455673960405406,30.904051987767584,13.25421686746988,81.61394281564287,3477.9120000000003,3396.2980571843573,5.005488474204172,4161.418919382721
42800000000,WARMIŃSKO-MAZURSKIE,2018,38.0,113.6,71.5,15.5,26.6,74.49,744.9,9.43917808219178,596.9,6,41,0.3313253012048193,0.3878374538221085,1.0145897043832823,27.730377948280758,15.726140417940876,8.813253012048193,52.26977137826982,2830.62,2778.35022862173,5.314685314685315,5315.405358319162
11200000000,MAŁOPOLSKIE,2019,38.5,90.3,40.9,19.6,29.8,69.3,693.0,10.74082191780822,801.2,14,14,0.5112449799196788,0.4626787913232926,1.1531600407747198,18.923562565122666,22.60193679918451,15.235100401606427,56.76059976591361,2668.05,2611.2894002340868,9.41320293398533,4600.531726238457
12400000000,ŚLĄSKIE,2019,42.9,126.2,65.1,23.1,38.0,70.12,701.2,10.64082191780822,745.0,11,14,0.3429718875502008,0.3594076600044204,1.012678389398573,23.39743866628777,23.392870795107036,13.03293172690763,59.82324118830243,3008.148,2948.324758811698,6.589861751152075,4928.393547804294
20800000000,LUBUSKIE,2019,35.4,92.4,55.4,12.2,24.7,67.66,676.5999999999999,11.452876712328768,547.1,22,5,0.568273092369478,0.38316914527485707,0.8909913353720692,21.227570648227083,10.870094291539244,14.036345381526106,46.13401032129243,2395.1639999999998,2349.0299896787074,6.389891696750903,5091.753292894525
23000000000,WIELKOPOLSKIE,2019,41.3,144.3,76.2,24.6,43.4,73.56,735.6,10.996712328767124,537.1,18,6,0.4684738955823293,0.342125288118468,1.719546381243629,26.069946954627262,42.30084097859327,20.33176706827309,88.70255500149362,3038.028,2949.325444998506,5.419947506561679,3324.9610960460423
23200000000,ZACHODNIOPOMORSKIE,2019,47.0,127.0,74.5,19.2,33.3,72.9,729.0,10.876438356164384,635.1,13,6,0.5140562248995983,0.39186163998610707,0.9515163098878696,29.193692178964977,18.269113149847097,17.118072289156622,64.5808776179687,3426.3,3361.7191223820314,6.308724832214765,5205.440443637888
30200000000,DOLNOŚLĄSKIE,2019,47.1,156.8,83.3,27.3,46.2,70.68,706.8000000000001,11.333972602739726,640.5,14,5,0.3941767068273092,0.3697325629124435,0.9722222222222222,30.798722490606544,26.541666666666668,18.210963855421685,75.55135301269489,3329.0280000000002,3253.4766469873052,5.654261704681873,4306.311557968556
31600000000,OPOLSKIE,2019,60.2,188.8,102.1,32.8,53.9,71.13,711.3,11.124109589041096,653.3,13,10,0.5732931726907631,0.45610337532758666,0.8129459734964322,46.56815462094659,26.664627930682972,30.900502008032127,104.13328455966169,4282.026,4177.892715440338,5.896180215475025,4012.062745458368
40400000000,KUJAWSKO-POMORSKIE,2019,44.8,171.7,92.6,30.0,49.0,73.09,730.9000000000001,10.697534246575342,545.8,11,9,0.45562248995983934,0.29402923810425935,1.3462028542303774,27.227107448454415,40.386085626911324,22.325502008032128,89.93869508339787,3274.4320000000002,3184.4933049166025,4.838012958963283,3540.737723583495
42200000000,POMORSKIE,2019,52.9,147.2,86.8,21.5,38.9,74.37,743.7,10.32,658.7,5,5,0.3433734939759036,0.4271983833791165,1.4710754332313964,37.08081967730731,31.628121814475023,13.35722891566265,82.06617040744497,3934.1730000000002,3852.106829592555,6.094470046082949,4693.903481139038
42800000000,WARMIŃSKO-MAZURSKIE,2019,46.1,97.3,57.3,15.5,24.4,72.64,726.4,9.684109589041096,668.4,4,19,0.3313253012048193,0.3742572069085283,0.9945208970438328,21.44493795585867,15.415073904179408,8.08433734939759,44.94434920943567,3348.704,3303.7596507905646,8.045375218150088,7350.778705005632
11200000000,MAŁOPOLSKIE,2020,42.9,84.3,38.3,18.2,27.8,72.67,726.7,10.347540983606557,802.6,6,2,0.48232931726907646,0.47502447033563827,1.1531600407747198,18.193437213854946,20.9875127420999,13.408755020080326,52.58970497603517,3117.543,3064.953295023965,11.201044386422977,5828.048087397803
12400000000,ŚLĄSKIE,2020,52.0,123.5,64.2,23.3,35.9,76.42,764.2,10.07896174863388,824.5,2,2,0.25682730923694774,0.3654463073474156,1.105695718654434,23.461652931704084,25.762710244648314,9.220100401606423,58.44446357795882,3973.84,3915.3955364220415,8.09968847352025,6699.343781638636
20800000000,LUBUSKIE,2020,47.3,89.4,49.8,12.8,26.8,73.56,735.6,11.1896174863388,575.1,9,0,0.5943775100401607,0.3574610842726784,0.8626401630988786,17.801561996779384,11.041794087665647,15.929317269076307,44.77267335352134,3479.388,3434.6153266464785,9.497991967871487,7671.231287725525
23000000000,WIELKOPOLSKIE,2020,55.1,154.2,81.6,27.0,45.6,76.14,761.4,10.621311475409836,656.4,5,1,0.45843373493975903,0.3421679138644185,2.1384429153924565,27.92090177133655,57.73795871559632,20.904578313253012,106.56343880018588,4195.314,4088.7505611998145,6.752450980392157,3836.9168705849634
23200000000,ZACHODNIOPOMORSKIE,2020,52.7,118.2,64.4,20.0,33.8,77.24,772.4,10.656284153005464,609.0,6,0,0.5082329317269076,0.3697609800764105,0.8964067278287463,23.812607116920837,17.928134556574925,17.178273092369476,58.91901476586524,4070.5480000000002,4011.628985234135,8.183229813664596,6808.71701805556
30200000000,DOLNOŚLĄSKIE,2020,56.2,157.5,86.2,28.8,42.5,71.72,717.2,10.810655737704918,840.4,4,1,0.35923694779116466,0.38609611316346176,1.0247833843017329,33.281484954690406,29.513761467889907,15.267570281124499,78.06281670370481,4030.664000000001,3952.6011832962963,6.519721577726218,5063.359676475406
31600000000,OPOLSKIE,2020,62.3,189.5,105.3,32.5,51.7,72.69,726.9,10.615300546448086,885.6,7,1,0.6024096385542169,0.5078778693441949,0.5555555555555555,53.47953964194372,18.055555555555554,31.144578313253017,102.6796735107523,4528.587,4425.907326489249,5.916429249762583,4310.402609554248
40400000000,KUJAWSKO-POMORSKIE,2020,57.4,172.1,95.0,29.5,47.5,75.51,755.1,10.31311475409836,714.8,4,2,0.4738955823293173,0.2660446465220548,1.5462538226299698,25.274241419595203,45.61448776758411,22.51004016064257,93.39876934782188,4334.274,4240.875230652178,6.042105263157895,4540.611466580398
42200000000,POMORSKIE,2020,63.1,139.8,82.3,20.9,36.5,79.9,799.0,10.31967213114754,640.1,2,3,0.3433734939759036,0.4432477660951659,1.5984964322120285,36.479291149632154,33.40857543323139,12.533132530120481,82.42099911298403,5041.6900000000005,4959.269000887017,7.667071688942892,6016.99694769384
42800000000,WARMIŃSKO-MAZURSKIE,2020,55.8,105.1,64.2,16.4,24.5,75.65,756.5,9.591803278688523,673.1,1,6,0.3313253012048193,0.36067695999494803,0.9744520897043834,23.155460831675665,15.981014271151885,8.117469879518072,47.253944982345615,4221.27,4174.016055017655,8.69158878504673,8833.158917371016
