rok,kategoria,nawóz,wojewodztwo,cena_pln_t,skladnik,cena_za_kg_czysty
2016,Nawozy Fosforowe,superfosfat wzb 40%,LUBUSKIE,174.0,P,0.9977064220183486
2016,Nawozy Fosforowe,superfosfat wzb 40%,ŁÓDZKIE,164.0,P,0.9403669724770642
2016,Nawozy Fosforowe,superfosfat wzb 40%,MAŁOPOLSKIE,180.0,P,1.0321100917431192
2016,Nawozy Fosforowe,superfosfat wzb 40%,MAZOWIECKIE,162.0,P,0.9288990825688074
2016,Nawozy Fosforowe,superfosfat wzb 40%,OPOLSKIE,138.0,P,0.7912844036697249
2016,Nawozy Fosforowe,superfosfat wzb 40%,PODKARPACKIE,144.0,P,0.8256880733944953
2016,Nawozy Fosforowe,superfosfat wzb 40%,PODLASKIE,158.0,P,0.9059633027522936
2016,Nawozy Fosforowe,superfosfat wzb 40%,POMORSKIE,242.0,P,1.3876146788990826
2016,Nawozy Fosforowe,superfosfat wzb 40%,ŚLĄSKIE,148.0,P,0.8486238532110091
2016,Nawozy Fosforowe,superfosfat wzb 40%,ŚWIĘTOKRZYSKIE,155.0,P,0.8887614678899083
2016,Nawozy Fosforowe,superfosfat wzb 40%,WARMIŃSKO-MAZURSKIE,160.0,P,0.9174311926605505
2016,Nawozy Fosforowe,superfosfat wzb 40%,WIELKOPOLSKIE,155.0,P,0.8887614678899083
2016,Nawozy Fosforowe,superfosfat wzb 40%,ZACHODNIOPOMORSKIE,168.0,P,0.9633027522935781
2016,Nawozy potasowe,sól potasowa,DOLNOŚLĄSKIE,157.0,K,0.31526104417670686
2016,Nawozy potasowe,sól potasowa,KUJAWSKO-POMORSKIE,144.0,K,0.2891566265060241
2016,Nawozy potasowe,sól potasowa,LUBELSKIE,152.0,K,0.30522088353413657
2016,Nawozy potasowe,sól potasowa,LUBUSKIE,164.0,K,0.32931726907630526
2016,Nawozy potasowe,sól potasowa,ŁÓDZKIE,194.0,K,0.389558232931727
2016,Nawozy potasowe,sól potasowa,MAŁOPOLSKIE,220.0,K,0.4417670682730924
2016,Nawozy potasowe,sól potasowa,MAZOWIECKIE,198.0,K,0.3975903614457832
2016,Nawozy potasowe,sól potasowa,OPOLSKIE,138.0,K,0.2771084337349398
2016,Nawozy potasowe,sól potasowa,PODKARPACKIE,192.0,K,0.38554216867469887
2016,Nawozy potasowe,sól potasowa,PODLASKIE,169.0,K,0.33935742971887556
2016,Nawozy potasowe,sól potasowa,POMORSKIE,220.0,K,0.4417670682730924
2016,Nawozy potasowe,sól potasowa,ŚLĄSKIE,162.0,K,0.32530120481927716
2016,Nawozy potasowe,sól potasowa,ŚWIĘTOKRZYSKIE,190.0,K,0.3815261044176707
2016,Nawozy potasowe,sól potasowa,WARMIŃSKO-MAZURSKIE,178.0,K,0.357429718875502
2016,Nawozy potasowe,sól potasowa,WIELKOPOLSKIE,169.0,K,0.33935742971887556
2016,Nawozy potasowe,sól potasowa,ZACHODNIOPOMORSKIE,175.0,K,0.3514056224899599
2016,Nawozy potasowe,siarczan potasu,DOLNOŚLĄSKIE,217.0,K,0.5228915662650603
2016,Nawozy potasowe,siarczan potasu,KUJAWSKO-POMORSKIE,262.0,K,0.6313253012048193
2016,Nawozy potasowe,siarczan potasu,LUBELSKIE,300.0,K,0.7228915662650602
2016,Nawozy potasowe,siarczan potasu,LUBUSKIE,300.0,K,0.7228915662650602
2016,Nawozy potasowe,siarczan potasu,ŁÓDZKIE,300.0,K,0.7228915662650602
2016,Nawozy potasowe,siarczan potasu,MAŁOPOLSKIE,299.0,K,0.7204819277108434
2016,Nawozy potasowe,siarczan potasu,MAZOWIECKIE,313.0,K,0.7542168674698796
2016,Nawozy potasowe,siarczan potasu,PODKARPACKIE,320.0,K,0.7710843373493976
2016,Nawozy potasowe,siarczan potasu,ŚLĄSKIE,296.0,K,0.7132530120481928
2016,Nawozy potasowe,siarczan potasu,ŚWIĘTOKRZYSKIE,290.0,K,0.6987951807228916
2016,Nawozy potasowe,siarczan potasu,WIELKOPOLSKIE,299.0,K,0.7204819277108434
2016,Nawozy potasowe,siarczan potasu,ZACHODNIOPOMORSKIE,339.0,K,0.8168674698795182
2019,Nawozy azotowe,mocznik,DOLNOŚLĄSKIE,,N,0.32826086956521733
2020,Nawozy azotowe,mocznik,DOLNOŚLĄSKIE,,N,0.34565217391304337
2019,Nawozy azotowe,mocznik,KUJAWSKO-POMORSKIE,,N,0.2717391304347826
2020,Nawozy azotowe,mocznik,KUJAWSKO-POMORSKIE,,N,0.25652173913043474
2019,Nawozy azotowe,mocznik,LUBELSKIE,,N,0.3108695652173913
2020,Nawozy azotowe,mocznik,LUBELSKIE,,N,0.3108695652173913
2019,Nawozy azotowe,mocznik,LUBUSKIE,,N,0.3260869565217391
2020,Nawozy azotowe,mocznik,LUBUSKIE,,N,0.3260869565217391
2019,Nawozy azotowe,mocznik,MAZOWIECKIE,,N,0.2608695652173913
2020,Nawozy azotowe,mocznik,MAZOWIECKIE,,N,0.2
2019,Nawozy azotowe,mocznik,MAŁOPOLSKIE,,N,0.3913043478260869
2020,Nawozy azotowe,mocznik,MAŁOPOLSKIE,,N,0.3913043478260869
2019,Nawozy azotowe,mocznik,OPOLSKIE,,N,0.39565217391304347
2020,Nawozy azotowe,mocznik,OPOLSKIE,,N,0.45217391304347826
2019,Nawozy azotowe,mocznik,PODKARPACKIE,,N,0.3826086956521739
2020,Nawozy azotowe,mocznik,PODKARPACKIE,,N,0.4
2019,Nawozy azotowe,mocznik,PODLASKIE,,N,0.27826086956521745
2020,Nawozy azotowe,mocznik,PODLASKIE,,N,0.25217391304347836
2019,Nawozy azotowe,mocznik,POMORSKIE,,N,0.34782608695652173
2020,Nawozy azotowe,mocznik,POMORSKIE,,N,0.34782608695652173
2019,Nawozy azotowe,mocznik,WARMIŃSKO-MAZURSKIE,,N,0.34782608695652173
2020,Nawozy azotowe,mocznik,WARMIŃSKO-MAZURSKIE,,N,0.34782608695652173
2019,Nawozy azotowe,mocznik,WIELKOPOLSKIE,,N,0.2934782608695653
2020,Nawozy azotowe,mocznik,WIELKOPOLSKIE,,N,0.2847826086956523
2019,Nawozy azotowe,mocznik,ZACHODNIOPOMORSKIE,,N,0.3565217391304347
2020,Nawozy azotowe,mocznik,ZACHODNIOPOMORSKIE,,N,0.3391304347826086
2019,Nawozy azotowe,mocznik,ŁÓDZKIE,,N,0.2913043478260869
2020,Nawozy azotowe,mocznik,ŁÓDZKIE,,N,0.267391304347826
2019,Nawozy azotowe,mocznik,ŚLĄSKIE,,N,0.2956521739130435
2020,Nawozy azotowe,mocznik,ŚLĄSKIE,,N,0.2804347826086957
2019,Nawozy azotowe,mocznik,ŚWIĘTOKRZYSKIE,,N,0.30434782608695643
2020,Nawozy azotowe,mocznik,ŚWIĘTOKRZYSKIE,,N,0.2826086956521738
2019,Nawozy azotowe,saletra amonowa,DOLNOŚLĄSKIE,,N,0.37352941176470583
2020,Nawozy azotowe,saletra amonowa,DOLNOŚLĄSKIE,,N,0.39411764705882346
2019,Nawozy azotowe,saletra amonowa,KUJAWSKO-POMORSKIE,,N,0.30294117647058816
2020,Nawozy azotowe,saletra amonowa,KUJAWSKO-POMORSKIE,,N,0.2823529411764705
2019,Nawozy azotowe,saletra amonowa,LUBELSKIE,,N,0.3147058823529412
2020,Nawozy azotowe,saletra amonowa,LUBELSKIE,,N,0.28823529411764715
2019,Nawozy azotowe,saletra amonowa,LUBUSKIE,,N,0.33823529411764697
2020,Nawozy azotowe,saletra amonowa,LUBUSKIE,,N,0.2499999999999999
2019,Nawozy azotowe,saletra amonowa,MAZOWIECKIE,,N,0.4352941176470588
2020,Nawozy azotowe,saletra amonowa,MAZOWIECKIE,,N,0.4352941176470588
2019,Nawozy azotowe,saletra amonowa,MAŁOPOLSKIE,,N,0.4411764705882352
2020,Nawozy azotowe,saletra amonowa,MAŁOPOLSKIE,,N,0.4411764705882352
2019,Nawozy azotowe,saletra amonowa,OPOLSKIE,,N,0.49117647058823516
2020,Nawozy azotowe,saletra amonowa,OPOLSKIE,,N,0.552941176470588
2019,Nawozy azotowe,saletra amonowa,PODKARPACKIE,,N,0.3705882352941176
2020,Nawozy azotowe,saletra amonowa,PODKARPACKIE,,N,0.3499999999999999
2019,Nawozy azotowe,saletra amonowa,PODLASKIE,,N,0.3058823529411763
2020,Nawozy azotowe,saletra amonowa,PODLASKIE,,N,0.26470588235294096
2019,Nawozy azotowe,saletra amonowa,POMORSKIE,,N,0.4411764705882352
2020,Nawozy azotowe,saletra amonowa,POMORSKIE,,N,0.4411764705882352
2019,Nawozy azotowe,saletra amonowa,WARMIŃSKO-MAZURSKIE,,N,0.38235294117647056
2020,Nawozy azotowe,saletra amonowa,WARMIŃSKO-MAZURSKIE,,N,0.38235294117647056
2019,Nawozy azotowe,saletra amonowa,WIELKOPOLSKIE,,N,0.35882352941176465
2020,Nawozy azotowe,saletra amonowa,WIELKOPOLSKIE,,N,0.3676470588235293
2019,Nawozy azotowe,saletra amonowa,ZACHODNIOPOMORSKIE,,N,0.42647058823529405
2020,Nawozy azotowe,saletra amonowa,ZACHODNIOPOMORSKIE,,N,0.42941176470588227
2019,Nawozy azotowe,saletra amonowa,ŁÓDZKIE,,N,0.38823529411764707
2020,Nawozy azotowe,saletra amonowa,ŁÓDZKIE,,N,0.4
2019,Nawozy azotowe,saletra amonowa,ŚLĄSKIE,,N,0.3529411764705882
2020,Nawozy azotowe,saletra amonowa,ŚLĄSKIE,,N,0.3529411764705882
2019,Nawozy azotowe,saletra amonowa,ŚWIĘTOKRZYSKIE,,N,0.38235294117647056
2020,Nawozy azotowe,saletra amonowa,ŚWIĘTOKRZYSKIE,,N,0.38235294117647056
2019,Nawozy azotowe,saletrzak,DOLNOŚLĄSKIE,,N,0.4074074074074074
2020,Nawozy azotowe,saletrzak,DOLNOŚLĄSKIE,,N,0.4185185185185185
2019,Nawozy azotowe,saletrzak,KUJAWSKO-POMORSKIE,,N,0.30740740740740735
2020,Nawozy azotowe,saletrzak,KUJAWSKO-POMORSKIE,,N,0.2592592592592592
2019,Nawozy azotowe,saletrzak,LUBELSKIE,,N,0.362962962962963
2020,Nawozy azotowe,saletrzak,LUBELSKIE,,N,0.3518518518518519
2019,Nawozy azotowe,saletrzak,LUBUSKIE,,N,0.48518518518518516
2020,Nawozy azotowe,saletrzak,LUBUSKIE,,N,0.4962962962962963
2019,Nawozy azotowe,saletrzak,MAZOWIECKIE,,N,0.4814814814814815
2020,Nawozy azotowe,saletrzak,MAZOWIECKIE,,N,0.45925925925925937
2019,Nawozy azotowe,saletrzak,MAŁOPOLSKIE,,N,0.5555555555555556
2020,Nawozy azotowe,saletrzak,MAŁOPOLSKIE,,N,0.5925925925925926
2019,Nawozy azotowe,saletrzak,OPOLSKIE,,N,0.48148148148148145
2020,Nawozy azotowe,saletrzak,OPOLSKIE,,N,0.5185185185185185
2019,Nawozy azotowe,saletrzak,PODKARPACKIE,,N,0.3999999999999999
2020,Nawozy azotowe,saletrzak,PODKARPACKIE,,N,0.3407407407407406
2019,Nawozy azotowe,saletrzak,PODLASKIE,,N,0.4148148148148148
2020,Nawozy azotowe,saletrzak,PODLASKIE,,N,0.4148148148148148
2019,Nawozy azotowe,saletrzak,POMORSKIE,,N,0.4925925925925926
2020,Nawozy azotowe,saletrzak,POMORSKIE,,N,0.5407407407407407
2019,Nawozy azotowe,saletrzak,WARMIŃSKO-MAZURSKIE,,N,0.39259259259259266
2020,Nawozy azotowe,saletrzak,WARMIŃSKO-MAZURSKIE,,N,0.35185185185185197
2019,Nawozy azotowe,saletrzak,WIELKOPOLSKIE,,N,0.37407407407407406
2020,Nawozy azotowe,saletrzak,WIELKOPOLSKIE,,N,0.37407407407407406
2019,Nawozy azotowe,saletrzak,ZACHODNIOPOMORSKIE,,N,0.39259259259259255
2020,Nawozy azotowe,saletrzak,ZACHODNIOPOMORSKIE,,N,0.3407407407407407
2019,Nawozy azotowe,saletrzak,ŁÓDZKIE,,N,0.4111111111111111
2020,Nawozy azotowe,saletrzak,ŁÓDZKIE,,N,0.4148148148148148
2019,Nawozy azotowe,saletrzak,ŚLĄSKIE,,N,0.4296296296296296
2020,Nawozy azotowe,saletrzak,ŚLĄSKIE,,N,0.4629629629629629
2019,Nawozy azotowe,saletrzak,ŚWIĘTOKRZYSKIE,,N,0.37777777777777777
2020,Nawozy azotowe,saletrzak,ŚWIĘTOKRZYSKIE,,N,0.34814814814814815
2019,Nawozy potasowe,siarczan potasu,DOLNOŚLĄSKIE,,K,0.4891566265060241
2020,Nawozy potasowe,siarczan potasu,DOLNOŚLĄSKIE,,K,0.4192771084337349
2019,Nawozy potasowe,siarczan potasu,KUJAWSKO-POMORSKIE,,K,0.672289156626506
2020,Nawozy potasowe,siarczan potasu,KUJAWSKO-POMORSKIE,,K,0.7469879518072289
2019,Nawozy potasowe,siarczan potasu,LUBELSKIE,,K,0.710843373493976
2020,Nawozy potasowe,siarczan potasu,LUBELSKIE,,K,0.746987951807229
2019,Nawozy potasowe,siarczan potasu,LUBUSKIE,,K,0.7228915662650602
2020,Nawozy potasowe,siarczan potasu,LUBUSKIE,,K,0.7228915662650602
2019,Nawozy potasowe,siarczan potasu,MAZOWIECKIE,,K,0.7518072289156627
2020,Nawozy potasowe,siarczan potasu,MAZOWIECKIE,,K,0.7325301204819277
2019,Nawozy potasowe,siarczan potasu,MAŁOPOLSKIE,,K,0.5807228915662652
2020,Nawozy potasowe,siarczan potasu,MAŁOPOLSKIE,,K,0.5228915662650605
2019,Nawozy potasowe,siarczan potasu,OPOLSKIE,,K,0.819277108433735
2020,Nawozy potasowe,siarczan potasu,OPOLSKIE,,K,0.8674698795180724
2019,Nawozy potasowe,siarczan potasu,PODKARPACKIE,,K,0.7710843373493976
2020,Nawozy potasowe,siarczan potasu,PODKARPACKIE,,K,0.7710843373493976
2019,Nawozy potasowe,siarczan potasu,WIELKOPOLSKIE,,K,0.6698795180722893
2020,Nawozy potasowe,siarczan potasu,WIELKOPOLSKIE,,K,0.6698795180722893
2019,Nawozy potasowe,siarczan potasu,ZACHODNIOPOMORSKIE,,K,0.6987951807228916
2020,Nawozy potasowe,siarczan potasu,ZACHODNIOPOMORSKIE,,K,0.6771084337349398
2019,Nawozy potasowe,siarczan potasu,ŁÓDZKIE,,K,0.7228915662650602
2020,Nawozy potasowe,siarczan potasu,ŁÓDZKIE,,K,0.7228915662650602
2019,Nawozy potasowe,siarczan potasu,ŚLĄSKIE,,K,0.4048192771084338
2020,Nawozy potasowe,siarczan potasu,ŚLĄSKIE,,K,0.2506024096385543
2019,Nawozy potasowe,siarczan potasu,ŚWIĘTOKRZYSKIE,,K,0.8433734939759038
2020,Nawozy potasowe,siarczan potasu,ŚWIĘTOKRZYSKIE,,K,0.8915662650602412
2019,Nawozy Fosforowe,superfosfat poj. gran,DOLNOŚLĄSKIE,,P,1.0958205912334356
2020,Nawozy Fosforowe,superfosfat poj. gran,DOLNOŚLĄSKIE,,P,1.172273190621815
2019,Nawozy Fosforowe,superfosfat poj. gran,KUJAWSKO-POMORSKIE,,P,1.9240570846075438
2020,Nawozy Fosforowe,superfosfat poj. gran,KUJAWSKO-POMORSKIE,,P,2.3700305810397557
2019,Nawozy Fosforowe,superfosfat poj. gran,LUBELSKIE,,P,0.7900101936799186
2020,Nawozy Fosforowe,superfosfat poj. gran,LUBELSKIE,,P,0.5988786952089707
2019,Nawozy Fosforowe,superfosfat poj. gran,LUBUSKIE,,P,1.0193679918450558
2020,Nawozy Fosforowe,superfosfat poj. gran,LUBUSKIE,,P,1.0830784913353717
2019,Nawozy Fosforowe,superfosfat poj. gran,MAZOWIECKIE,,P,1.146788990825688
2020,Nawozy Fosforowe,superfosfat poj. gran,MAZOWIECKIE,,P,1.1850152905198776
2019,Nawozy Fosforowe,superfosfat poj. gran,MAŁOPOLSKIE,,P,1.2742099898063202
2020,Nawozy Fosforowe,superfosfat poj. gran,MAŁOPOLSKIE,,P,1.2742099898063202
2019,Nawozy Fosforowe,superfosfat poj. gran,OPOLSKIE,,P,0.6625891946992863
2020,Nawozy Fosforowe,superfosfat poj. gran,OPOLSKIE,,P,0.10193679918450527
2019,Nawozy Fosforowe,superfosfat poj. gran,PODKARPACKIE,,P,1.261467889908257
2020,Nawozy Fosforowe,superfosfat poj. gran,PODKARPACKIE,,P,1.261467889908257
2019,Nawozy Fosforowe,superfosfat poj. gran,PODLASKIE,,P,1.2869520897043831
2020,Nawozy Fosforowe,superfosfat poj. gran,PODLASKIE,,P,1.4016309887869518
2019,Nawozy Fosforowe,superfosfat poj. gran,POMORSKIE,,P,1.5545361875637105
2020,Nawozy Fosforowe,superfosfat poj. gran,POMORSKIE,,P,1.8093781855249744
2019,Nawozy Fosforowe,superfosfat poj. gran,WARMIŃSKO-MAZURSKIE,,P,1.197757390417941
2020,Nawozy Fosforowe,superfosfat poj. gran,WARMIŃSKO-MAZURSKIE,,P,1.197757390417941
2019,Nawozy Fosforowe,superfosfat poj. gran,WIELKOPOLSKIE,,P,2.6248725790010194
2020,Nawozy Fosforowe,superfosfat poj. gran,WIELKOPOLSKIE,,P,3.491335372069317
2019,Nawozy Fosforowe,superfosfat poj. gran,ZACHODNIOPOMORSKIE,,P,1.0830784913353722
2020,Nawozy Fosforowe,superfosfat poj. gran,ZACHODNIOPOMORSKIE,,P,1.070336391437309
2019,Nawozy Fosforowe,superfosfat poj. gran,ŁÓDZKIE,,P,1.1850152905198776
2020,Nawozy Fosforowe,superfosfat poj. gran,ŁÓDZKIE,,P,1.2232415902140672
2019,Nawozy Fosforowe,superfosfat poj. gran,ŚLĄSKIE,,P,1.1595310907237515
2020,Nawozy Fosforowe,superfosfat poj. gran,ŚLĄSKIE,,P,1.2996941896024468
2019,Nawozy Fosforowe,superfosfat poj. gran,ŚWIĘTOKRZYSKIE,,P,1.146788990825688
2020,Nawozy Fosforowe,superfosfat poj. gran,ŚWIĘTOKRZYSKIE,,P,1.146788990825688
2019,Nawozy Fosforowe,superfosfat wzb 40%,DOLNOŚLĄSKIE,,P,0.8486238532110089
2020,Nawozy Fosforowe,superfosfat wzb 40%,DOLNOŚLĄSKIE,,P,0.8772935779816509
2019,Nawozy Fosforowe,superfosfat wzb 40%,KUJAWSKO-POMORSKIE,,P,0.7683486238532109
2020,Nawozy Fosforowe,superfosfat wzb 40%,KUJAWSKO-POMORSKIE,,P,0.7224770642201833
2019,Nawozy Fosforowe,superfosfat wzb 40%,LUBELSKIE,,P,0.9174311926605505
2020,Nawozy Fosforowe,superfosfat wzb 40%,LUBELSKIE,,P,0.9461009174311927
2019,Nawozy Fosforowe,superfosfat wzb 40%,LUBUSKIE,,P,0.7626146788990826
2020,Nawozy Fosforowe,superfosfat wzb 40%,LUBUSKIE,,P,0.6422018348623855
2019,Nawozy Fosforowe,superfosfat wzb 40%,MAZOWIECKIE,,P,0.8371559633027521
2020,Nawozy Fosforowe,superfosfat wzb 40%,MAZOWIECKIE,,P,0.7970183486238529
2019,Nawozy Fosforowe,superfosfat wzb 40%,MAŁOPOLSKIE,,P,1.0321100917431192
2020,Nawozy Fosforowe,superfosfat wzb 40%,MAŁOPOLSKIE,,P,1.0321100917431192
2019,Nawozy Fosforowe,superfosfat wzb 40%,OPOLSKIE,,P,0.9633027522935781
2020,Nawozy Fosforowe,superfosfat wzb 40%,OPOLSKIE,,P,1.0091743119266057
2019,Nawozy Fosforowe,superfosfat wzb 40%,PODKARPACKIE,,P,1.1353211009174313
2020,Nawozy Fosforowe,superfosfat wzb 40%,PODKARPACKIE,,P,1.1353211009174313
2019,Nawozy Fosforowe,superfosfat wzb 40%,PODLASKIE,,P,0.8371559633027523
2020,Nawozy Fosforowe,superfosfat wzb 40%,PODLASKIE,,P,0.8142201834862386
2019,Nawozy Fosforowe,superfosfat wzb 40%,POMORSKIE,,P,1.3876146788990826
2020,Nawozy Fosforowe,superfosfat wzb 40%,POMORSKIE,,P,1.3876146788990826
2019,Nawozy Fosforowe,superfosfat wzb 40%,WARMIŃSKO-MAZURSKIE,,P,0.7912844036697247
2020,Nawozy Fosforowe,superfosfat wzb 40%,WARMIŃSKO-MAZURSKIE,,P,0.7511467889908257
2019,Nawozy Fosforowe,superfosfat wzb 40%,WIELKOPOLSKIE,,P,0.8142201834862385
2020,Nawozy Fosforowe,superfosfat wzb 40%,WIELKOPOLSKIE,,P,0.7855504587155963
2019,Nawozy Fosforowe,superfosfat wzb 40%,ZACHODNIOPOMORSKIE,,P,0.8199541284403671
2020,Nawozy Fosforowe,superfosfat wzb 40%,ZACHODNIOPOMORSKIE,,P,0.7224770642201837
2019,Nawozy Fosforowe,superfosfat wzb 40%,ŁÓDZKIE,,P,0.9174311926605505
2020,Nawozy Fosforowe,superfosfat wzb 40%,ŁÓDZKIE,,P,0.9174311926605505
2019,Nawozy Fosforowe,superfosfat wzb 40%,ŚLĄSKIE,,P,0.8658256880733942
2020,Nawozy Fosforowe,superfosfat wzb 40%,ŚLĄSKIE,,P,0.9116972477064216
2019,Nawozy Fosforowe,superfosfat wzb 40%,ŚWIĘTOKRZYSKIE,,P,0.8027522935779815
2020,Nawozy Fosforowe,superfosfat wzb 40%,ŚWIĘTOKRZYSKIE,,P,0.7224770642201832
2019,Nawozy potasowe,sól potasowa,DOLNOŚLĄSKIE,,K,0.2991967871485944
2020,Nawozy potasowe,sól potasowa,DOLNOŚLĄSKIE,,K,0.2991967871485944
2019,Nawozy potasowe,sól potasowa,KUJAWSKO-POMORSKIE,,K,0.23895582329317278
2020,Nawozy potasowe,sól potasowa,KUJAWSKO-POMORSKIE,,K,0.20080321285140573
2019,Nawozy potasowe,sól potasowa,LUBELSKIE,,K,0.28313253012048195
2020,Nawozy potasowe,sól potasowa,LUBELSKIE,,K,0.26907630522088355
2019,Nawozy potasowe,sól potasowa,LUBUSKIE,,K,0.4136546184738957
2020,Nawozy potasowe,sól potasowa,LUBUSKIE,,K,0.4658634538152612
2019,Nawozy potasowe,sól potasowa,MAZOWIECKIE,,K,0.30120481927710846
2020,Nawozy potasowe,sól potasowa,MAZOWIECKIE,,K,0.29116465863453816
2019,Nawozy potasowe,sól potasowa,MAŁOPOLSKIE,,K,0.4417670682730924
2020,Nawozy potasowe,sól potasowa,MAŁOPOLSKIE,,K,0.4417670682730924
2019,Nawozy potasowe,sól potasowa,OPOLSKIE,,K,0.32730923694779124
2020,Nawozy potasowe,sól potasowa,OPOLSKIE,,K,0.33734939759036153
2019,Nawozy potasowe,sól potasowa,PODKARPACKIE,,K,0.26506024096385544
2020,Nawozy potasowe,sól potasowa,PODKARPACKIE,,K,0.20481927710843373
2019,Nawozy potasowe,sól potasowa,PODLASKIE,,K,0.2710843373493976
2020,Nawozy potasowe,sól potasowa,PODLASKIE,,K,0.23694779116465858
2019,Nawozy potasowe,sól potasowa,POMORSKIE,,K,0.34337349397590367
2020,Nawozy potasowe,sól potasowa,POMORSKIE,,K,0.34337349397590367
2019,Nawozy potasowe,sól potasowa,WARMIŃSKO-MAZURSKIE,,K,0.33132530120481934
2020,Nawozy potasowe,sól potasowa,WARMIŃSKO-MAZURSKIE,,K,0.33132530120481934
2019,Nawozy potasowe,sól potasowa,WIELKOPOLSKIE,,K,0.26706827309236947
2020,Nawozy potasowe,sól potasowa,WIELKOPOLSKIE,,K,0.24698795180722888
2019,Nawozy potasowe,sól potasowa,ZACHODNIOPOMORSKIE,,K,0.32931726907630526
2020,Nawozy potasowe,sól potasowa,ZACHODNIOPOMORSKIE,,K,0.33935742971887556
2019,Nawozy potasowe,sól potasowa,ŁÓDZKIE,,K,0.32530120481927705
2020,Nawozy potasowe,sól potasowa,ŁÓDZKIE,,K,0.2931726907630521
2019,Nawozy potasowe,sól potasowa,ŚLĄSKIE,,K,0.2811244979919678
2020,Nawozy potasowe,sól potasowa,ŚLĄSKIE,,K,0.26305220883534125
2019,Nawozy potasowe,sól potasowa,ŚWIĘTOKRZYSKIE,,K,0.30120481927710846
2020,Nawozy potasowe,sól potasowa,ŚWIĘTOKRZYSKIE,,K,0.28112449799196787
